mah_id,education_score,health_score,green_score,quiet_score,safety_score,heat_comfort,transport_score,walkability_score,social_score,nightlight_score,population_balance,daily_needs_score,coastal_proximity,affordability_score,built_growth_score
kas_bayindir,16.28,29.44,61.84,46.16,55.59,75.55,56.3,61.4,48.79,44.74,86.95,55.65,95.18,48.36,43.42
kas_beldibi,16.28,29.44,94.52,57.68,93.97,87.06,24.78,17.98,28.07,32.02,55.37,19.96,42.43,15.13,16.34
kas_belenli,16.28,29.44,84.43,48.68,70.29,79.71,58.61,31.69,40.9,32.46,92.11,19.96,73.68,41.23,38.71
kas_belkonak,16.28,29.44,69.3,82.35,66.56,63.16,24.78,7.24,3.78,14.69,17.38,19.96,60.2,5.7,19.96
kas_bezirgan,32.89,63.32,36.95,43.97,52.63,66.23,66.45,62.17,64.58,59.21,46.16,73.41,50.66,52.96,46.16
kas_sahil_barak,16.28,29.44,51.75,82.35,62.94,57.89,24.78,36.07,37.94,17.43,45.07,19.96,90.57,40.19,45.39
kas_cemre,16.28,29.44,42.21,61.95,84.43,82.13,24.78,7.35,17.98,26.64,56.69,19.96,35.86,18.31,13.93
kas_dere,16.28,29.44,78.84,82.35,81.91,81.36,24.78,29.39,26.54,12.39,41.89,19.96,50.88,14.58,25.44
kas_dogantas,16.28,29.44,52.3,82.35,76.64,84.1,24.78,10.75,46.16,13.82,92.27,46.05,39.04,37.61,33.33
kas_dirgenler,57.46,29.44,32.02,58.44,48.46,16.45,54.55,27.3,35.31,37.06,80.81,49.51,88.71,47.7,63.49
kas_gelemis,16.28,60.03,92.87,31.47,49.34,60.86,51.1,59.32,70.29,49.23,89.47,49.51,95.83,56.47,52.41
kas_gokceyazi,16.28,29.44,70.61,82.35,68.97,74.89,24.78,19.96,10.64,17.98,35.03,19.96,48.68,15.41,33.22
kas_gokceoren,57.46,74.56,82.57,60.86,76.43,77.96,65.79,52.74,57.24,40.35,59.98,46.05,53.07,45.61,44.19
kas_gursu,16.28,29.44,53.84,82.35,77.63,69.63,24.78,16.56,25.77,16.67,44.52,57.57,41.01,28.84,16.56
kas_hacioglan,16.28,29.44,72.81,82.35,73.14,85.42,24.78,17.43,8.55,18.09,61.02,19.96,47.7,9.1,23.14
kas_kalkan,73.36,87.94,57.24,14.25,59.76,61.84,72.81,79.5,91.12,78.29,29.28,93.53,95.29,78.29,81.25
kas_karadag,16.28,29.44,58.44,50.11,61.84,57.57,24.78,17.32,15.9,26.1,75.44,49.51,52.19,39.14,49.23
kas_kasaba,45.56,66.67,77.63,37.72,46.38,20.72,24.78,40.24,59.43,37.28,59.76,68.86,87.17,55.59,57.89
kas_kemer,45.56,29.44,64.25,82.35,78.51,88.05,24.78,10.42,47.37,27.63,92.27,19.96,40.79,17.43,24.67
kas_kinik,84.76,67.76,41.89,34.1,15.35,32.68,72.97,62.83,70.61,63.49,20.83,75.44,96.82,72.59,83.22
kas_kizilagac,16.28,29.44,54.82,82.35,67.0,47.26,24.78,8.22,3.78,22.37,48.3,19.96,60.64,15.79,34.65
kas_ova,68.97,68.42,48.9,39.25,1.86,46.82,67.21,61.29,69.96,55.15,22.04,75.77,99.12,69.96,78.95
kas_palamut,45.56,29.44,84.76,58.0,50.33,48.79,24.78,21.82,37.39,42.54,75.77,46.05,88.38,41.06,43.64
kas_pinarbasi,16.28,29.44,90.35,38.27,97.37,79.17,65.41,61.18,60.86,48.79,46.98,49.51,52.85,46.49,27.19
kas_sahilkilincli,16.28,29.44,91.78,60.75,60.64,63.93,24.78,20.61,46.49,8.77,56.3,19.96,89.36,25.11,48.57
kas_saribelen,45.56,68.91,54.06,54.61,66.89,78.18,51.1,53.29,51.75,41.23,79.39,19.96,51.32,42.21,34.21
kas_sarilar,16.28,65.3,62.83,40.02,50.0,66.12,51.1,28.18,30.04,25.77,44.68,19.96,51.86,30.59,40.46
kas_sutlegen,71.33,29.44,91.34,47.26,72.26,89.8,56.3,38.38,53.73,34.76,88.49,49.51,40.35,42.05,34.1
kas_sinneli,16.28,29.44,75.33,82.35,69.63,88.49,24.78,12.28,17.87,7.24,32.4,52.52,46.71,10.31,15.13
kas_ugrar,16.28,29.44,63.93,46.6,48.36,16.89,24.78,39.58,39.25,38.05,85.42,19.96,86.51,44.41,51.64
kas_yaylapalamut,16.28,29.44,35.31,63.71,86.73,92.11,24.78,5.37,18.2,16.34,50.6,19.96,38.82,14.36,22.48
kas_yenikoy,16.28,29.44,65.46,53.84,66.34,82.46,24.78,27.08,34.1,34.21,35.53,19.96,53.4,30.26,26.86
kas_yesilbarak,16.28,29.44,23.57,58.66,89.04,58.0,24.78,16.45,9.43,32.13,86.02,19.96,33.55,21.27,44.85
kas_yesilkoy,63.43,74.89,70.72,32.57,36.84,57.46,65.08,58.11,69.41,56.25,27.36,72.04,95.07,64.69,61.84
kas_yuvacik,16.28,29.44,78.51,82.35,77.19,98.03,24.78,15.68,20.61,9.65,58.77,46.05,42.21,3.62,8.44
kas_camlikoy,16.28,29.44,89.91,82.35,80.37,89.36,24.78,15.79,11.51,22.26,42.76,19.96,38.93,7.89,12.17
kas_camliova,16.28,29.44,75.99,82.35,72.37,98.25,24.78,15.02,18.53,7.89,42.65,19.96,43.42,16.78,22.7
kas_cataloluk,16.28,29.44,67.0,56.03,73.03,68.86,24.78,11.51,10.75,12.94,35.96,19.96,46.27,4.39,6.36
kas_cavdir,53.45,65.84,33.33,35.31,47.92,54.93,24.78,52.19,62.28,55.04,28.62,65.46,85.09,61.51,70.5
kas_caykoy,57.46,29.44,40.24,42.32,43.86,55.15,24.78,50.66,57.13,56.14,63.71,55.65,88.27,56.91,62.94
kas_cerler,16.28,29.44,62.17,82.35,62.06,65.46,24.78,12.17,3.78,28.07,28.23,19.96,48.14,7.02,25.77
kas_cukurbag,16.28,29.44,55.92,48.36,64.8,66.56,51.1,52.96,54.5,45.94,98.79,53.78,54.82,40.68,36.95
kas_uzumlu,57.46,66.67,64.8,51.43,57.24,91.67,24.78,54.5,63.05,45.07,66.89,68.86,45.39,41.56,30.37
kas_ikizce,38.76,29.44,63.05,54.39,71.93,88.71,24.78,25.33,33.55,36.4,45.45,19.96,46.05,28.62,24.56
kas_islamlar,53.45,65.84,85.75,39.04,87.06,91.56,49.89,55.37,67.32,51.32,39.47,76.64,47.04,51.21,42.54
kemer_beycik,16.28,29.44,93.09,61.29,88.93,92.0,54.55,45.94,59.87,25.44,92.0,19.96,37.06,31.36,38.05
kemer_kuzdere,32.68,64.86,98.57,38.05,64.36,85.64,62.94,62.06,59.21,41.45,17.65,72.26,34.1,50.82,45.83
kemer_kiris,69.57,81.58,93.31,25.99,29.5,58.66,76.64,72.81,75.0,72.92,67.65,78.73,89.47,72.37,64.47
kemer_ovacik,16.28,29.44,96.6,63.82,90.79,84.76,54.55,49.56,47.59,20.83,33.0,19.96,28.07,32.35,18.31
kemer_tekirova,45.56,74.45,99.67,42.54,58.0,79.06,84.87,45.72,71.27,40.02,36.07,78.62,36.95,53.51,53.84
kemer_ulupinar,63.43,29.44,98.9,39.8,62.61,67.65,57.57,50.99,72.7,31.36,77.74,71.93,44.08,42.98,23.46
kemer_camyuva,68.48,78.51,99.01,27.3,35.31,50.77,85.75,69.41,77.19,71.82,20.18,87.77,88.49,70.61,62.5
kepez_ahatli,83.11,89.91,97.92,17.54,40.68,13.93,91.56,81.03,82.89,85.75,2.96,86.62,56.25,78.95,54.06
kepez_aktoprak,72.37,79.93,97.37,25.77,44.41,9.76,88.27,69.08,74.78,70.39,4.93,82.68,40.13,72.26,81.47
kepez_altiayak,38.76,29.44,39.47,16.89,22.15,4.61,93.48,72.26,69.85,74.23,33.88,72.37,51.1,79.61,98.79
kepez_altinova_duden,52.58,71.05,6.47,19.85,15.13,18.09,98.9,81.58,76.86,80.81,37.61,83.88,58.33,84.98,97.37
kepez_altinova_orta,68.26,76.97,31.47,11.18,9.21,5.7,91.17,87.5,83.55,87.39,15.57,87.23,60.42,86.07,99.23
kepez_altinova_sinan,68.75,90.02,18.75,11.4,9.43,11.07,97.64,82.02,91.01,86.18,20.61,95.18,62.06,86.4,98.9
kepez_ataturk,91.83,82.18,20.83,10.86,30.92,12.83,88.93,95.61,87.28,93.31,14.8,81.47,54.06,91.12,89.8
kepez_avni_tolunay,77.8,73.14,66.45,8.66,27.63,30.48,83.72,84.87,79.93,83.0,37.17,71.33,69.85,83.88,93.53
kepez_ayanoglu,77.8,82.18,26.64,11.29,20.61,1.86,95.12,88.27,86.84,87.94,5.81,93.91,50.77,88.6,96.16
kepez_aydogmus,51.37,77.96,81.8,17.98,31.14,9.1,96.71,80.59,81.25,81.69,4.28,84.21,44.74,82.89,94.19
kepez_baraj,91.83,63.98,61.51,12.06,14.47,3.18,97.15,85.86,79.5,86.62,11.4,91.83,57.79,84.32,89.04
kepez_baris,91.83,85.75,23.46,6.47,50.99,6.25,94.52,94.08,82.68,89.8,15.9,76.32,49.56,90.35,90.24
kepez_beskonaklilar,91.83,80.87,25.66,11.62,13.82,12.17,87.06,86.73,80.48,89.58,37.28,66.01,60.75,85.2,81.14
kepez_demirel,77.8,89.14,57.13,15.79,13.49,3.51,89.53,87.06,80.81,84.43,23.9,77.63,50.0,85.42,94.3
kepez_duaci,70.83,74.01,98.46,30.15,28.4,21.05,87.34,70.94,67.54,69.52,38.38,64.2,33.22,66.45,61.73
kepez_dudenbasi,91.83,79.55,23.03,8.99,24.23,18.75,91.17,95.94,87.83,98.79,3.4,90.79,61.62,92.11,75.99
kepez_emek,91.83,88.21,18.2,6.14,12.72,14.14,83.72,97.81,91.45,98.57,10.86,84.81,61.51,96.82,75.44
kepez_erenkoy,91.83,93.04,30.48,6.8,62.5,7.35,93.09,91.89,90.46,90.13,6.91,91.83,49.12,92.54,93.75
kepez_esentepe,91.83,79.55,32.57,13.93,54.93,14.36,92.54,89.36,83.77,85.64,16.67,81.47,45.18,87.94,85.86
kepez_fabrikalar,91.83,84.1,80.26,5.15,24.78,12.94,95.12,88.93,94.41,96.16,12.06,89.42,60.96,89.14,86.18
kepez_fatih,77.8,84.1,78.18,13.6,48.25,12.28,91.89,89.69,82.57,84.76,21.93,77.63,45.61,86.62,53.4
aksu_fettahli,87.77,29.44,33.22,25.11,29.28,11.95,77.47,65.46,69.08,65.79,72.26,64.69,53.84,74.01,93.97
kepez_fevzi_cakmak,83.11,76.54,79.93,18.75,47.26,2.74,98.25,82.79,83.33,85.09,6.14,93.64,44.63,81.91,83.0
kepez_gazi,91.83,91.12,9.54,14.47,24.01,3.29,92.54,94.96,84.1,90.57,5.48,88.32,53.18,90.68,97.7
kepez_gaziler,53.45,71.6,35.42,21.49,18.42,5.26,87.5,66.01,69.52,69.63,30.48,76.1,51.21,77.8,97.26
kepez_goksu,91.83,87.83,40.13,16.01,6.47,20.29,96.93,86.51,84.98,89.14,12.39,91.83,63.05,83.33,93.31
kepez_gocerler,52.08,97.26,95.72,22.92,52.41,12.5,96.38,82.57,81.03,80.26,12.72,79.17,40.02,76.1,82.89
kepez_gulveren,98.96,75.66,18.31,10.53,23.36,22.7,91.89,98.46,93.86,91.78,20.07,86.24,69.74,93.53,51.32
kepez_gundogdu,96.87,75.66,19.52,6.58,36.18,10.2,86.07,98.14,92.87,97.48,4.5,93.09,55.7,94.85,40.79
kepez_gunes,91.83,95.29,10.75,7.79,18.64,4.93,97.42,97.59,93.09,97.15,2.08,99.56,59.87,91.28,87.06
kepez_habibler,91.83,90.68,68.2,12.5,31.8,2.19,97.86,87.83,85.64,88.6,1.86,95.45,53.95,87.61,95.61
kepez_husnu_karakas,96.87,97.15,53.4,12.28,13.6,2.41,98.08,89.58,88.49,91.12,1.75,97.53,57.35,88.82,99.01
kepez_kanal,91.83,85.75,14.36,8.77,33.0,8.55,91.89,93.64,89.91,92.98,8.0,85.53,53.62,90.57,56.03
kepez_karsiyaka,77.8,88.54,19.3,8.33,27.08,13.71,83.72,97.48,88.05,97.92,3.95,92.65,60.53,93.42,48.79
kepez_kazim_karabekir,77.8,75.66,16.89,82.35,99.89,19.52,87.88,89.47,74.89,86.95,54.28,66.01,42.32,87.5,88.27
kepez_kepez,40.3,86.18,40.46,11.73,43.09,24.34,95.61,83.66,79.82,86.51,7.89,71.6,45.5,81.69,72.7
kepez_kizilli,45.56,29.44,48.14,56.25,26.21,17.0,71.93,38.71,21.93,45.18,69.41,19.96,32.35,37.17,45.5
kepez_kuzeyyaka,98.96,97.48,5.26,8.22,19.96,8.66,93.8,94.74,90.24,91.45,1.1,93.09,53.29,96.6,86.95
kepez_kultur,77.8,96.93,37.5,8.44,50.55,13.6,93.8,96.49,98.79,98.14,3.51,95.67,64.58,96.38,4.82
kepez_kutukcu,83.83,70.72,81.91,14.58,68.53,3.73,93.48,84.65,80.59,83.11,11.51,81.69,49.01,82.46,92.87
kepez_kirisciler,57.46,29.44,58.66,34.65,22.26,1.21,66.94,59.98,52.3,61.84,68.31,49.51,33.33,56.25,54.61
kepez_mehmet_akif_ersoy,91.83,91.12,20.5,5.92,13.71,6.03,90.52,95.07,88.38,99.89,5.59,93.91,59.1,89.91,74.67
kepez_menderes,88.49,63.98,38.05,18.97,11.95,8.77,99.23,81.14,76.21,78.62,42.54,78.51,57.68,82.13,98.36
kepez_odabasi,66.61,66.67,18.42,29.28,10.09,0.55,78.29,64.47,64.91,71.16,62.61,65.13,31.8,60.14,56.47
kepez_santral,51.37,72.64,51.1,27.63,52.74,45.61,74.89,70.72,74.23,75.99,63.6,61.95,45.29,72.92,61.18
kepez_sutculer,99.73,88.21,28.29,9.54,24.67,3.95,93.31,94.3,90.02,96.93,8.66,89.42,56.58,93.2,95.39
kepez_teomanpasa,96.87,96.66,1.64,5.04,18.97,16.78,92.54,90.9,93.53,99.56,1.32,96.27,61.29,97.37,22.59
kepez_ulus,77.8,89.04,12.83,4.28,52.08,33.88,87.06,92.76,95.72,98.03,6.58,95.45,59.65,97.04,1.43
kepez_varsak_esentepe,77.8,61.4,18.09,14.36,24.45,5.92,95.12,83.11,76.64,79.28,47.37,74.78,49.45,84.65,93.42
kepez_varsak_karsiyaka,85.69,72.64,71.05,20.18,54.06,7.68,95.5,78.29,80.92,82.89,5.37,91.12,44.96,82.68,95.07
kepez_varsak_menderes,32.89,65.84,94.08,29.93,37.5,33.55,67.76,63.71,60.75,64.69,49.89,61.84,40.57,62.28,59.54
kepez_yavuz_selim,77.8,70.72,76.54,17.43,99.78,4.5,91.17,86.07,78.51,83.77,55.76,76.32,42.54,82.79,80.15
kepez_yeni,96.87,95.12,25.44,8.88,23.9,11.29,94.52,100.0,92.54,99.78,7.02,91.83,58.55,94.19,1.43
kepez_yeni_dogan,91.83,90.41,21.6,5.59,31.58,13.16,95.94,98.03,94.08,92.76,12.17,93.09,58.44,90.9,74.34
kepez_yeni_emek,91.83,93.42,14.47,8.55,38.93,6.8,95.39,94.63,91.67,95.18,6.8,89.42,55.59,92.43,50.66
kepez_yesiltepe,77.8,98.46,15.02,3.84,26.75,22.04,92.54,91.56,91.56,95.5,10.58,90.13,55.81,95.07,68.64
kepez_yesilyurt,77.8,94.74,30.15,6.36,23.03,21.38,90.52,92.65,91.34,90.46,10.09,90.13,65.79,94.46,59.76
kepez_yukselis,91.83,91.72,12.28,2.08,43.53,15.35,83.72,98.36,95.07,95.83,12.61,79.55,59.98,97.59,1.43
kepez_zafer,77.8,93.97,14.8,7.13,65.02,26.97,93.09,95.39,96.05,93.86,16.12,86.24,56.14,94.08,81.36
kepez_zeytinlik,64.47,77.36,22.7,18.31,12.83,5.81,98.41,76.86,72.15,74.56,23.03,84.81,54.39,83.61,98.68
kepez_camlibel,91.83,75.66,55.37,9.43,36.4,16.56,82.13,90.79,84.65,88.49,11.62,82.18,48.25,87.28,76.86
kepez_camlica,38.76,29.44,55.7,40.79,25.88,5.59,70.83,54.06,60.64,58.55,79.77,64.47,36.4,56.91,54.82
kepez_cankaya,95.29,80.87,85.31,20.61,59.21,22.81,99.45,82.35,82.46,84.21,5.04,79.82,37.5,78.78,81.91
kepez_ozgurluk,98.96,93.04,1.54,2.19,60.42,33.11,86.07,90.24,92.21,96.49,7.79,89.42,57.24,97.2,31.36
kepez_unsal,37.39,73.46,83.22,17.65,32.89,39.36,88.43,75.11,80.26,76.32,6.25,76.97,51.97,74.67,86.51
kepez_safak,87.45,88.05,46.27,1.54,36.73,10.42,98.79,85.96,92.32,84.65,3.07,96.49,59.21,88.05,71.6
kepez_selale,83.11,82.95,81.03,16.34,22.59,3.07,99.56,83.77,81.69,82.35,4.61,96.77,52.74,83.61,91.67
konyaalti_akdamlar,40.02,29.44,77.19,36.51,56.14,54.5,77.63,68.2,71.49,50.99,83.44,60.91,46.49,60.31,60.2
konyaalti_akkuyu,91.83,84.1,52.85,17.21,10.96,31.91,88.93,90.02,86.18,87.61,25.55,69.52,77.63,82.24,75.33
konyaalti_altinkum,82.07,92.43,64.36,3.18,38.27,37.83,95.12,86.84,99.45,89.69,14.04,81.91,79.39,92.21,71.16
konyaalti_arapsuyu,91.83,96.49,79.61,6.69,12.06,33.33,94.52,90.35,97.59,94.08,19.08,88.87,79.28,94.46,81.69
konyaalti_aydinlik,38.76,63.98,42.87,13.82,7.57,13.38,87.88,76.1,75.77,70.83,84.27,43.91,73.14,73.36,66.67
konyaalti_asagikaraman,45.56,29.44,94.74,31.58,38.82,44.08,79.39,59.65,56.14,56.91,60.64,41.01,50.55,54.93,63.6
konyaalti_bahtili,38.76,70.07,56.14,20.29,9.87,50.0,94.85,75.0,75.11,69.41,69.19,75.16,73.9,67.71,63.27
konyaalti_demircilik,62.12,29.44,39.91,23.57,32.79,1.75,78.67,77.19,68.97,69.3,54.17,43.91,71.82,70.94,75.11
konyaalti_doyran,16.28,65.3,95.94,59.54,76.54,67.54,54.55,27.63,30.7,27.3,97.48,46.05,16.67,27.85,44.08
konyaalti_doyran_dag,38.76,74.67,71.27,82.35,41.67,53.29,66.72,73.36,70.07,65.68,88.16,51.7,58.22,68.86,77.63
konyaalti_doyran_camlibel,85.31,71.98,61.62,33.11,40.79,46.49,80.54,70.83,70.83,66.67,84.1,66.5,62.28,74.78,70.07
konyaalti_geyikbayiri,57.46,29.44,90.46,55.92,90.57,83.55,60.14,51.43,60.96,42.11,99.12,52.52,17.54,42.54,40.24
konyaalti_gokdere,16.28,29.44,88.27,33.44,51.64,54.71,24.78,49.78,61.18,42.43,24.73,19.96,47.15,39.47,38.38
konyaalti_gokcam,36.57,67.27,80.48,82.35,45.94,54.17,71.27,64.14,52.85,51.64,83.06,42.54,56.91,56.58,61.51
konyaalti_gursu,87.45,92.16,88.6,12.61,7.68,43.86,97.15,88.05,95.5,86.07,5.26,94.19,80.92,89.25,89.25
konyaalti_hacisekililer,45.56,71.33,94.19,46.49,70.61,64.47,85.53,57.46,65.02,31.91,95.39,56.63,19.08,47.59,51.21
konyaalti_hurma,77.8,95.39,95.83,17.11,14.91,41.67,98.41,86.95,88.82,85.96,0.55,98.68,78.4,85.53,96.27
konyaalti_karatepe,51.37,29.44,86.95,82.35,12.28,44.85,83.72,74.23,67.87,67.87,86.62,69.52,71.49,73.25,84.1
konyaalti_kir,88.49,70.07,67.43,29.06,35.64,36.51,80.21,77.3,71.82,67.32,94.52,61.29,66.56,78.62,86.4
konyaalti_kurucay,38.76,63.98,72.59,20.07,0.55,19.74,76.97,78.51,74.12,71.05,37.45,66.01,74.23,74.89,77.3
konyaalti_kuskavagi,85.31,87.28,57.02,8.0,14.36,29.5,93.8,87.28,94.85,89.47,36.62,75.55,80.37,86.73,66.23
konyaalti_molla_yusuf,96.87,97.7,68.97,22.15,6.14,32.46,89.53,85.31,85.53,87.28,7.57,83.22,76.64,82.35,96.49
konyaalti_pinarbasi,91.83,99.34,85.64,14.69,18.53,34.87,99.34,89.14,94.74,91.23,1.64,92.65,74.78,86.95,95.83
konyaalti_sarisu,84.87,90.57,90.13,21.71,25.44,40.68,86.62,75.66,83.44,78.95,14.91,79.93,70.83,76.21,83.77
konyaalti_suicecek,40.02,61.4,63.82,30.7,42.87,35.75,77.85,65.79,69.74,55.48,80.1,51.26,45.07,60.42,58.77
konyaalti_siteler,91.83,91.12,90.02,12.39,28.95,34.43,97.15,98.25,89.8,90.9,3.18,91.83,74.89,91.67,94.74
konyaalti_toros,77.8,92.16,49.34,7.68,17.98,28.84,91.89,96.38,92.11,92.11,11.18,90.13,78.18,91.94,91.34
konyaalti_uluc,91.83,88.54,82.79,10.42,8.66,38.27,82.13,92.54,88.27,88.27,17.11,77.63,78.62,88.49,83.99
konyaalti_uncali,96.87,84.1,82.02,13.71,4.06,32.57,96.38,88.49,88.71,89.04,1.97,86.73,78.07,89.75,99.45
konyaalti_yarbascandir,16.28,29.44,82.46,82.35,84.32,60.31,76.54,39.04,38.49,29.39,82.84,19.96,23.79,34.1,25.11
konyaalti_yeni,91.83,29.44,55.26,23.25,28.51,27.52,68.53,73.57,68.42,65.57,67.54,51.7,69.08,76.32,94.08
konyaalti_zumrut,61.24,61.4,82.24,30.81,4.39,49.67,74.67,66.34,66.78,70.5,62.83,57.07,77.52,58.55,57.35
konyaalti_cakirlar,38.76,74.34,73.57,30.59,32.02,31.58,84.98,65.9,70.18,64.14,71.98,70.12,60.86,62.94,58.11
konyaalti_caglarca,38.76,29.44,97.59,52.74,96.27,81.58,70.83,65.13,57.68,43.31,75.33,53.78,18.2,48.03,36.29
konyaalti_citdibi,16.28,29.44,60.64,82.35,94.41,75.0,57.57,11.29,26.64,19.3,22.42,19.96,21.16,6.36,6.03
konyaalti_ogretmenevleri,96.87,98.96,80.92,9.1,32.13,42.11,94.52,92.0,93.42,88.05,13.38,90.13,78.84,93.09,82.35
konyaalti_ucoluk,57.46,29.44,52.63,82.35,85.86,74.12,58.61,55.04,31.69,32.24,54.77,46.05,25.99,32.35,16.23
korkuteli_akyar,57.46,29.44,6.58,55.59,47.48,18.86,56.3,34.43,50.55,34.54,98.9,56.63,7.24,44.08,41.67
korkuteli_alaaddin,34.48,29.44,12.72,82.35,41.78,44.3,24.78,54.82,49.56,61.29,83.88,41.01,7.24,52.03,40.9
korkuteli_asagipazar,73.36,64.58,95.61,30.92,51.97,61.51,49.67,71.49,68.31,73.03,19.63,74.18,7.24,71.22,72.04
korkuteli_bahceyaka,16.28,29.44,4.06,82.35,43.97,53.62,24.78,44.3,23.79,32.68,39.69,66.01,7.24,42.87,41.01
korkuteli_bayat,57.46,29.44,3.18,51.54,26.54,2.63,24.78,35.75,30.26,42.76,48.9,19.96,7.24,41.45,55.7
korkuteli_bayatbademleri,16.28,29.44,88.49,62.5,67.21,56.8,60.14,36.84,32.13,36.29,74.95,46.05,7.24,39.8,34.87
korkuteli_begis,16.28,29.44,5.48,82.35,45.83,22.15,58.61,19.85,21.49,15.46,23.52,19.96,15.46,15.24,4.93
korkuteli_bozova,57.46,69.57,5.81,56.69,44.19,4.17,63.54,44.74,59.1,44.41,87.94,19.96,7.24,46.93,37.5
korkuteli_buyukkoy,45.56,29.44,1.86,60.31,44.85,0.33,24.78,26.64,23.25,36.62,74.01,41.01,7.24,35.86,36.62
korkuteli_derekoy,57.46,29.44,41.56,61.4,66.45,62.72,24.78,7.89,18.75,17.21,82.13,49.51,7.24,31.25,20.61
korkuteli_duraliler,16.28,29.44,14.58,82.35,64.14,19.85,24.78,4.61,3.78,21.49,34.38,19.96,15.9,0.99,12.72
korkuteli_esenyurt,16.28,29.44,40.68,82.35,53.73,50.55,24.78,5.92,11.29,37.5,86.29,19.96,7.24,22.59,32.24
korkuteli_garipce,16.28,29.44,15.57,49.23,33.33,18.53,24.78,6.36,12.5,27.08,61.35,19.96,7.24,24.78,28.51
korkuteli_gocerler,16.28,29.44,10.53,82.35,74.34,18.97,24.78,1.54,23.68,30.48,30.76,19.96,7.24,24.89,37.17
korkuteli_kevzer,73.36,29.44,11.07,48.79,61.29,24.89,24.78,20.83,15.13,33.44,97.37,19.96,7.24,40.02,36.84
korkuteli_guzle,16.28,29.44,53.07,82.35,71.71,45.94,24.78,9.76,7.68,18.2,46.71,19.96,14.8,3.73,11.18
elmali_haciyusuflar,16.28,29.44,20.94,56.8,83.99,52.63,24.78,0.77,10.31,10.2,24.73,19.96,17.11,2.19,3.84
korkuteli_karabayir,16.28,29.44,6.91,82.35,67.11,12.61,24.78,4.17,3.78,19.85,28.4,19.96,7.24,6.8,17.98
korkuteli_karakuyu,16.28,29.44,23.25,82.35,41.34,37.39,24.78,2.3,3.78,31.69,51.37,19.96,7.24,16.34,29.28
korkuteli_karatas,16.28,29.44,17.21,55.81,30.59,49.56,24.78,15.46,24.67,40.9,43.59,19.96,7.24,34.76,46.93
korkuteli_kargalik,34.48,60.03,45.94,48.14,55.48,46.05,63.54,63.6,40.68,50.77,74.56,43.91,7.24,52.52,42.21
korkuteli_kargin,16.28,29.44,37.06,82.35,29.71,24.78,24.78,20.07,22.15,26.75,37.94,19.96,7.24,25.77,24.78
korkuteli_karsiyaka,77.8,76.54,29.06,82.35,36.51,46.93,68.53,85.75,76.54,85.53,36.84,76.32,7.24,84.43,77.41
korkuteli_kayabas,45.56,29.44,34.76,82.35,73.25,70.94,24.78,50.22,29.17,32.89,74.4,52.52,7.24,32.79,55.04
korkuteli_kemeragzi,16.28,29.44,8.55,82.35,25.22,26.86,24.78,12.83,3.78,36.07,34.1,19.96,7.24,13.49,23.03
korkuteli_kirkpinar,66.61,29.44,7.13,82.35,51.75,46.16,24.78,9.87,19.85,16.56,69.63,19.96,7.24,27.74,27.08
korkuteli_kizilaliler,16.28,29.44,1.75,82.35,39.8,25.66,24.78,14.58,31.8,29.71,42.98,19.96,7.24,24.12,28.07
korkuteli_kizilcadag,34.48,29.44,7.89,82.35,46.82,40.02,56.3,18.86,34.32,33.11,52.3,46.05,7.24,38.82,33.66
korkuteli_kozagaci,45.56,29.44,23.9,82.35,55.15,37.61,24.78,14.36,28.84,24.34,79.22,55.65,15.02,29.06,35.96
korkuteli_koseler,16.28,29.44,24.34,82.35,21.05,30.26,24.78,21.05,16.12,33.33,31.14,19.96,7.24,39.58,47.59
korkuteli_kucukkoy,70.39,29.44,2.63,60.09,45.5,0.88,24.78,14.14,29.61,39.14,43.86,47.92,7.24,41.67,36.18
korkuteli_kiremitli,77.8,96.82,17.0,3.73,18.75,51.86,58.06,88.6,96.71,95.29,26.32,98.36,7.24,98.25,95.72
korkuteli_leylek,16.28,29.44,9.76,82.35,31.03,7.89,24.78,2.96,3.78,27.74,35.53,19.96,7.24,15.41,27.85
korkuteli_mamatlar,16.28,29.44,15.46,57.13,54.61,17.32,51.1,15.13,24.45,18.64,48.03,19.96,7.24,34.32,27.3
korkuteli_manay,16.28,29.44,3.62,82.35,29.17,43.2,24.78,13.38,14.36,15.24,48.3,19.96,7.24,20.29,22.26
korkuteli_nebiler,16.28,62.83,13.16,82.35,91.01,37.72,24.78,0.33,8.11,10.86,29.11,19.96,7.24,8.22,18.75
korkuteli_osmankalfalar,16.28,29.44,7.79,82.35,40.57,46.71,24.78,3.18,3.78,15.9,55.15,19.96,7.24,11.62,23.36
korkuteli_sogutcuk,16.28,29.44,40.9,54.5,62.83,41.23,70.23,53.84,43.2,38.82,40.84,19.96,7.24,46.6,31.14
korkuteli_sulekler,83.83,29.44,55.81,82.35,71.82,69.52,24.78,48.79,28.18,33.0,82.57,63.38,7.24,48.14,41.34
korkuteli_tatkoy,57.46,29.44,27.3,53.4,57.02,27.74,58.61,41.45,52.08,36.73,93.97,41.01,7.24,45.39,33.99
korkuteli_taskesigi,57.46,29.44,26.86,62.39,57.79,55.59,24.78,8.55,16.56,16.12,95.29,19.96,7.24,25.99,29.17
korkuteli_simandir,34.48,29.44,54.5,61.73,63.71,35.96,24.78,17.0,17.43,19.63,91.83,19.96,7.24,23.14,20.94
